triple_name,score,triple_incidence,head_rate,tail_rate,predicted_class
Mathematics	Computation,0.833228579,53.0,0.0044553158032672,0.0073381672053813,0
Conditional_probability	Arithmetic,0.770180702,36.0,0.0057220232375294,0.0072071285052852,1
Analysis_of_algorithms	Programming_language,0.82799882,42.0,0.0058530619376255,0.0065956145715034,0
Polynomial	linear_algebra,0.659500228,27.0,0.0053289071372411,0.0073381672053813,0
Analysis_of_algorithms	Artificial_intelligence,0.796022562,39.0,0.0058530619376255,0.0029702105355114,0
Plotly	Elasticsearch,0.762844002,34.0,0.0059404210710229,0.0066392941382021,0
Finite-state_machine	String_(computer_science),0.882557418,55.0,0.0055909845374333,0.0072944876386826,0
Data_mining	Combinatorics,0.658994255,25.0,0.006508255438106,0.0073381672053813,0
Human-computer_interaction	High-level_programming_language,0.511713926,17.0,0.0060277802044203,0.0072944876386826,0
Probability_theory	Foundations_of_mathematics,0.894742899,72.0,0.0053725867039398,0.0073381672053813,1
Lock_(computer_science)	Introduction_to_Algorithms,0.527590415,17.0,0.0058530619376255,0.0072944876386826,1
Uncertainty	Combinatorics,0.569886067,17.0,0.0055473049707346,0.0073381672053813,0
Regular_language	Context-free_language,0.881407899,77.0,0.0059404210710229,0.0072071285052852,0
Mathematics	Combinatorics,0.837282632,55.0,0.0044553158032672,0.0073381672053813,0
Computer_network	Unix,0.705276366,27.0,0.0065956145715034,0.0072508080719839,0
Mathematical_model	Mathematical_optimization,0.685474643,27.0,0.0058530619376255,0.0033633266357997,0
Asymptotic_analysis	Computer_science,0.779111118,41.0,0.0055473049707346,0.0062024984712151,0
Decision_Trees	Mathematical_induction,0.702639325,30.0,0.0058967415043242,0.00738184677208,0
Classes	Generic_programming,0.596581835,19.0,0.0061151393378177,0.0073381672053813,0
Data	computer_programs/algorithms,0.844556856,50.0,0.0051978684371451,0.0063772167380099,0
Graph_theory	Automata_theory,0.55369246,16.0,0.0053725867039398,0.0074255263387787,0
Operating_system	Assembly_language,0.816656936,44.0,0.0058530619376255,0.0031449288023062,0
Decision_Trees	Formal_grammar,0.569532349,21.0,0.0058967415043242,0.0072944876386826,0
Data	Number_theory,0.685025674,27.0,0.0051978684371451,0.00738184677208,0
Integer	Mathematics,0.903201392,86.0,0.0047610727701581,0.0067703328382982,1
Mathematics	Arithmetic,0.863261912,65.0,0.0044553158032672,0.0072071285052852,0
Computer_software	Higher-order_function,0.558553272,18.0,0.0058967415043242,0.0074255263387787,0
Graph_theory	Computer_science,0.90967936,91.0,0.0053725867039398,0.0062024984712151,0
Automata_theory	Semantics,0.513100456,17.0,0.0056783436708307,0.0073381672053813,0
Interface_(computing)	Human-computer_interaction,0.836504014,60.0,0.0053725867039398,0.0057220232375294,0
Mathematical_optimization	Iterative_method,0.748254422,35.0,0.0055036254040359,0.0073381672053813,1
Uncertainty	Communications_protocol,0.536959739,21.0,0.0055473049707346,0.00738184677208,0
Plotly	linear_algebra,0.792310837,39.0,0.0059404210710229,0.0073381672053813,0
Mathematics	Computability,0.784622312,40.0,0.0044553158032672,0.00738184677208,0
Generic_programming	Computer_programming,0.785397507,42.0,0.0061151393378177,0.0063772167380099,1
Artificial_intelligence	Mathematical_optimization,0.798966962,37.0,0.0063335371713112,0.0033633266357997,1
Plotly	Industrial_IoT,0.614784014,21.0,0.0059404210710229,0.0063335371713112,0
Approximation	Numerical_analysis,0.708271186,30.0,0.0057220232375294,0.0040185201362802,1
ChatGPT	Rstudio,0.857213924,57.0,0.0060277802044203,0.0063335371713112,0
Formal_grammar	String_(computer_science),0.882611556,78.0,0.0055036254040359,0.0072944876386826,1
Object_(computer_science)	Database_transaction,0.8889533,63.0,0.0054162662706385,0.00738184677208,0
Image_processing	Computer_programming,0.78866107,43.0,0.0061151393378177,0.0063772167380099,1
Xgboost	Tableau_Software,0.750595465,32.0,0.0058967415043242,0.0066392941382021,0
Computer_science	Combinatorics,0.774294005,36.0,0.0049357910369529,0.0073381672053813,0
Graph_theory	Probability_theory,0.818941689,50.0,0.0053725867039398,0.0068576919716956,0
ChatGPT	React_(Javascript_Library),0.766493426,36.0,0.0060277802044203,0.0068576919716956,0
Uncertainty	Computability,0.663775603,24.0,0.0055473049707346,0.00738184677208,0
Plotly	Catia,0.640230842,23.0,0.0059404210710229,0.0060277802044203,0
Graph_(mathematics)	Random_variable,0.595561331,22.0,0.005634664104132,0.0073381672053813,0
Syntax	String_(computer_science),0.506474707,18.0,0.0055909845374333,0.0072944876386826,0
Computer	Computing,0.873384411,74.0,0.0056783436708307,0.0072071285052852,0
Mathematics	Computational_problem,0.777820561,36.0,0.0044553158032672,0.00738184677208,0
Decision_Trees	Problem_solving,0.777739406,40.0,0.0058967415043242,0.0073381672053813,1
Turing_machine	Computability,0.682058794,27.0,0.0056783436708307,0.00738184677208,1
Computer_vision	Computational_complexity_theory,0.876345432,66.0,0.0066829737049008,0.006945051105093,0
Probability_theory	Mathematical_induction,0.692396202,25.0,0.0053725867039398,0.00738184677208,1
Interface_(computing)	Abstract_data_type,0.65491745,25.0,0.0053725867039398,0.00738184677208,1
Decision_Trees	Machine_Learning_Regression,0.730334559,31.0,0.0058967415043242,0.006508255438106,1
Analysis_of_algorithms	Computational_geometry,0.660717468,25.0,0.0058530619376255,0.0019655805014414,0
Regular_language	Computer_architecture,0.632284945,22.0,0.0059404210710229,0.0072508080719839,0
Human-computer_interaction	Industrial_IoT,0.785683886,45.0,0.0060277802044203,0.0063335371713112,0
Object-oriented_programming	Assembly_language,0.595591727,21.0,0.006071459771119,0.0031449288023062,0
Analysis_of_algorithms	Probability_theory,0.51901859,16.0,0.0058530619376255,0.0068576919716956,1
Computer	Computation,0.555894801,19.0,0.0056783436708307,0.0073381672053813,1
Programming_language	Data_type,0.905349695,79.0,0.0057220232375294,0.0059404210710229,1
Automata_theory	Object_(computer_science),0.591001749,18.0,0.0056783436708307,0.0072944876386826,0
Logic	Foundations_of_mathematics,0.895075774,80.0,0.0047173932034594,0.0073381672053813,1
Regular_language	Iterative_method,0.636259794,24.0,0.0059404210710229,0.0073381672053813,0
Computational_problem	Computer_science,0.72977704,29.0,0.0054162662706385,0.0062024984712151,1
Complexity	Mathematics,0.911415472,100.0,0.0008735913339739,0.0067703328382982,1
ChatGPT	Finite-state_machine,0.515028572,20.0,0.0060277802044203,0.0073381672053813,0
Computing	Computation,0.764094088,36.0,0.0052852275705425,0.0073381672053813,1
Data_structure	Object_(computer_science),0.822667599,48.0,0.0053289071372411,0.0072944876386826,0
Lexical_analysis	Regular_expression,0.690067632,28.0,0.0058093823709268,0.0072944876386826,1
Human-computer_interaction	Conditional_probability,0.65393757,29.0,0.0060277802044203,0.0072944876386826,0
Computer_software	specialty,0.833234554,45.0,0.0058967415043242,0.0066829737049008,0
Functional_programming	Software_design,0.632427835,20.0,0.0067266532715995,0.0072508080719839,0
Parsing	Object-oriented_programming,0.61337343,19.0,0.0066392941382021,0.0024023761684284,0
Human-computer_interaction	Approximation,0.587668964,21.0,0.0060277802044203,0.00738184677208,0
Classes	linear_algebra,0.50395988,17.0,0.0061151393378177,0.0073381672053813,0
Mathematics	Iterative_method,0.769614304,34.0,0.0044553158032672,0.0073381672053813,0
Mathematical_optimization	Theoretical_computer_science,0.814950477,43.0,0.0055036254040359,0.0073381672053813,0
Automata_theory	linear_algebra,0.551765962,22.0,0.0056783436708307,0.0073381672053813,0
Computer_science	Computation,0.776149474,38.0,0.0049357910369529,0.0073381672053813,1
Operating_system	Computer_software,0.880646499,67.0,0.0058530619376255,0.0049794706036516,0
Xgboost	React_(Javascript_Library),0.842229843,52.0,0.0058967415043242,0.0068576919716956,0
Database_management_system	Software_design,0.650717815,24.0,0.0061588189045164,0.0072508080719839,0
Computer_architecture	Computer_programming,0.839622864,52.0,0.0059404210710229,0.0063772167380099,0
Machine_learning	Computational_geometry,0.705510368,25.0,0.006508255438106,0.0019655805014414,0
Computational_complexity_theory	Integer,0.856743381,53.0,0.0051541888704464,0.0073381672053813,1
Unsupervised_learning	computer_programs/algorithms,0.838392019,52.0,0.0064208963047086,0.0063772167380099,1
String_(computer_science)	Data_structure,0.738687813,32.0,0.0057657028042281,0.0069013715383943,1
Parsing	Combinatorics,0.653467697,23.0,0.0066392941382021,0.0073381672053813,0
Automata_theory	Theoretical_computer_science,0.678245873,29.0,0.0056783436708307,0.0073381672053813,0
Mathematics	Computational_science,0.859774738,58.0,0.0044553158032672,0.0072071285052852,0
Calculus	Mathematical_proof,0.570795059,24.0,0.0052852275705425,0.0074255263387787,0
Logic	Algebra,0.8478888,52.0,0.0047173932034594,0.0072944876386826,0
Recursion	Computer_science,0.785180324,41.0,0.006071459771119,0.0062024984712151,1
Graph_theory	Data_structure,0.766136726,36.0,0.0053725867039398,0.0069013715383943,0
Xgboost	Plotly,0.886901076,71.0,0.0058967415043242,0.006071459771119,0
ChatGPT	Elasticsearch,0.777582194,37.0,0.0060277802044203,0.0066392941382021,0
Computational_geometry	Number_theory,0.720186637,26.0,0.0066829737049008,0.00738184677208,0
Lock_(computer_science)	String_(computer_science),0.572172392,21.0,0.0058530619376255,0.0072944876386826,0
cryptography	Introduction_to_Algorithms,0.62460611,21.0,0.0065519350048047,0.0072944876386826,1
cryptography	Polynomial,0.855853635,49.0,0.0065519350048047,0.0074255263387787,1
Mathematics	Graph_theory,0.821309333,51.0,0.0044553158032672,0.0062898576046125,0
Decision_Trees	Foundations_of_mathematics,0.713965007,28.0,0.0058967415043242,0.0073381672053813,1
Relational_model	Random_variable,0.519027766,17.0,0.0058093823709268,0.0073381672053813,0
Computer_security	Computer_science,0.754958316,35.0,0.0057220232375294,0.0062024984712151,1
Uncertainty	Computational_science,0.737552469,33.0,0.0055473049707346,0.0072071285052852,0
Mathematical_optimization	Computational_complexity_theory,0.834168832,48.0,0.0055036254040359,0.006945051105093,0
Software_development	Theory_of_computation,0.859327701,52.0,0.0062461780379138,0.0073381672053813,0
Probability_theory	Computer_security,0.820022542,46.0,0.0053725867039398,0.00738184677208,0
Number_theory	Computer_science,0.887021357,75.0,0.0053725867039398,0.0062024984712151,0
Conditional_probability	Computational_problem,0.752867621,37.0,0.0057220232375294,0.00738184677208,0
Uncertainty	Graph_(mathematics),0.611720009,25.0,0.0055473049707346,0.0073381672053813,0
Automata_theory	Random_variable,0.689763436,26.0,0.0056783436708307,0.0073381672053813,0
Data	Computer,0.867841264,69.0,0.0051978684371451,0.0065956145715034,0
Supervised_Machine_Learning	Random_variable,0.792584801,40.0,0.0062898576046125,0.0073381672053813,1
Turing_machine	Programming_language,0.757248386,30.0,0.0056783436708307,0.0065956145715034,0
Robotics	Computational_complexity_theory,0.874316882,63.0,0.0069013715383943,0.006945051105093,0
cryptography	Problem_solving,0.65204699,20.0,0.0065519350048047,0.0073381672053813,1
Mathematical_optimization	Algebra,0.876303631,57.0,0.0055036254040359,0.0072944876386826,1
Classes	Finite-state_machine,0.611247414,19.0,0.0061151393378177,0.0073381672053813,0
Data	Database_transaction,0.710447407,30.0,0.0051978684371451,0.00738184677208,0
Software_development	Mathematics,0.723591868,30.0,0.0062461780379138,0.0067703328382982,0
Functional_programming	Higher-order_function,0.823718558,45.0,0.0067266532715995,0.0074255263387787,0
System_programming	Database_management_system,0.691940821,26.0,0.0059841006377216,0.0034070062024984,0
Computer_network	Operating_system,0.780132712,41.0,0.0065956145715034,0.0050231501703503,0
Bioinformatics_Analysis	Discrete_mathematics,0.600690796,21.0,0.0069887306717917,0.0071634489385865,0
Java_(programming_language)	Python_(programming_language),0.907474796,77.0,0.0066392941382021,0.0017908622346466,0
Personal_computer	Image,0.898801009,69.0,0.0058093823709268,0.0073381672053813,0
Computational_complexity_theory	Computer_programming,0.892242554,78.0,0.0051541888704464,0.0063772167380099,0
Artificial_intelligence	Software_engineering,0.68556162,26.0,0.0063335371713112,0.0022276579016336,0
Calculus	Computability,0.669475661,27.0,0.0052852275705425,0.00738184677208,0
Analysis_of_algorithms	Mechanical_engineering,0.524470594,18.0,0.0058530619376255,0.00738184677208,0
Computational_geometry	Numerical_analysis,0.683997746,25.0,0.0066829737049008,0.0040185201362802,0
Polynomial	Arithmetic,0.766633918,41.0,0.0053289071372411,0.0072071285052852,1
Computer_graphics	Database_transaction,0.642728971,23.0,0.0063335371713112,0.00738184677208,0
Probability_theory	Information_security,0.76796934,32.0,0.0053725867039398,0.0073381672053813,0
Object_(computer_science)	Central_processing_unit,0.60559845,20.0,0.0054162662706385,0.0073381672053813,0
Information_security	Abstraction_(computer_science),0.665099966,29.0,0.0058530619376255,0.00738184677208,1
Uncertainty	Number_theory,0.585543088,21.0,0.0055473049707346,0.00738184677208,0
Lock_(computer_science)	Database_transaction,0.535276413,19.0,0.0058530619376255,0.00738184677208,0
ChatGPT	Xgboost,0.728116004,30.0,0.0060277802044203,0.0049794706036516,0
Functional_programming	Data_structure,0.88538244,63.0,0.0067266532715995,0.0069013715383943,0
ChatGPT	String_(computer_science),0.528831538,17.0,0.0060277802044203,0.0072944876386826,0
Plotly	React_(Javascript_Library),0.647918304,24.0,0.0059404210710229,0.0068576919716956,0
Object_(computer_science)	Number_theory,0.61482266,21.0,0.0054162662706385,0.00738184677208,0
Data	Geometry,0.784546501,34.0,0.0051978684371451,0.0073381672053813,0
Interface_(computing)	Lexical_analysis,0.540466763,21.0,0.0053725867039398,0.0072944876386826,0
Supervised_Machine_Learning	Semantics,0.744347082,35.0,0.0062898576046125,0.0073381672053813,0
Bioinformatics_Analysis	Computational_science,0.736896301,29.0,0.0069887306717917,0.0072071285052852,0
Software_design	Computer_programming,0.812248845,45.0,0.0059841006377216,0.0063772167380099,1
Polynomial	Graph_(mathematics),0.711730572,26.0,0.0053289071372411,0.0073381672053813,0
ChatGPT	Plotly,0.541727317,19.0,0.0060277802044203,0.006071459771119,0
Computer_science	Mathematical_induction,0.774748142,39.0,0.0049357910369529,0.00738184677208,0
Automata_theory	Computer_science,0.751990419,38.0,0.0056783436708307,0.0062024984712151,1
Interface_(computing)	Foundations_of_mathematics,0.721364114,31.0,0.0053725867039398,0.0073381672053813,0
Parsing	Computer_architecture,0.864442383,55.0,0.0066392941382021,0.0072508080719839,0
Database_management_system	Combinatorics,0.572006416,20.0,0.0061588189045164,0.0073381672053813,0
Computational_complexity_theory	Programming_language,0.74065214,34.0,0.0051541888704464,0.0065956145715034,0
Supervised_Machine_Learning	Computer-Aided_Design_(CAD),0.529776573,18.0,0.0062898576046125,0.0058530619376255,0
Uncertainty	Computational_problem,0.712259197,30.0,0.0055473049707346,0.00738184677208,0
Computational_complexity_theory	Automata_theory,0.528398037,15.0,0.0051541888704464,0.0074255263387787,0
Classes	Structured_programming,0.808464283,41.0,0.0061151393378177,0.0072508080719839,1
cryptography	Theoretical_computer_science,0.831910036,49.0,0.0065519350048047,0.0073381672053813,1
Decision_Trees	Central_processing_unit,0.536109021,19.0,0.0058967415043242,0.0073381672053813,0
Classes	Scope_(computer_science),0.718893909,30.0,0.0061151393378177,0.0072508080719839,1
Computer_graphics	Image_processing,0.544441976,19.0,0.0063335371713112,0.0072508080719839,0
Decision_Trees	computer_programs/algorithms,0.838904469,54.0,0.0058967415043242,0.0063772167380099,1
cryptography	Mathematical_induction,0.699823227,25.0,0.0065519350048047,0.00738184677208,1
Automata_theory	Interface_(computing),0.53989306,21.0,0.0056783436708307,0.0073381672053813,0
Parsing	Computability,0.708838906,28.0,0.0066392941382021,0.00738184677208,0
System_programming	Computation,0.545168475,19.0,0.0059841006377216,0.0073381672053813,1
Assembly_language	Data_structure,0.905180487,72.0,0.0062461780379138,0.0069013715383943,0
Finite-state_machine	Logic,0.82420154,43.0,0.0055909845374333,0.0072508080719839,1
Automata_theory	Problem_solving,0.568507931,22.0,0.0056783436708307,0.0073381672053813,0
Interface_(computing)	Randomization,0.571595855,23.0,0.0053725867039398,0.00738184677208,0
Parsing	Analysis_of_algorithms,0.624957002,23.0,0.0066392941382021,0.0046737136367607,0
System_programming	Combinatorics,0.629061063,21.0,0.0059841006377216,0.0073381672053813,0
ChatGPT	Decision_Trees,0.547956848,20.0,0.0060277802044203,0.006508255438106,0
Uncertainty	Abstraction_(computer_science),0.629237294,24.0,0.0055473049707346,0.00738184677208,0
Classes	High-level_programming_language,0.806288919,43.0,0.0061151393378177,0.0072944876386826,1
Mathematical_optimization	Abstraction_(computer_science),0.828208702,43.0,0.0055036254040359,0.00738184677208,0
Lexical_analysis	Regular_language,0.889341329,75.0,0.0058093823709268,0.0073381672053813,1
Functional_programming	Operating_system,0.518930117,18.0,0.0067266532715995,0.0050231501703503,1
Calculus	Modular_arithmetic,0.574761696,25.0,0.0052852275705425,0.0072944876386826,0
Functional_programming	Control_flow,0.868595231,62.0,0.0067266532715995,0.0072508080719839,0
Computer_architecture	Computer_science,0.830844646,49.0,0.0059404210710229,0.0062024984712151,1
Interface_(computing)	Higher-order_function,0.565684652,20.0,0.0053725867039398,0.0074255263387787,0
Supervised_Machine_Learning	Machine_Learning_Regression,0.829835386,49.0,0.0062898576046125,0.006508255438106,1
Mathematics	Random_variable,0.74445623,31.0,0.0044553158032672,0.0073381672053813,0
Data	Combinatorics,0.522859997,18.0,0.0051978684371451,0.0073381672053813,0
Plotly	Rstudio,0.873192508,58.0,0.0059404210710229,0.0063335371713112,0
Interface_(computing)	Graph_(mathematics),0.573773081,22.0,0.0053725867039398,0.0073381672053813,0
Computer_graphics	Combinatorics,0.686829313,30.0,0.0063335371713112,0.0073381672053813,0
Object_(computer_science)	Computability,0.521308279,20.0,0.0054162662706385,0.00738184677208,0
Interface_(computing)	Recursion,0.51302486,18.0,0.0053725867039398,0.0072944876386826,0
Polynomial	Calculus,0.697216541,32.0,0.0053289071372411,0.0071634489385865,0
Conditional_probability	linear_algebra,0.794153781,42.0,0.0057220232375294,0.0073381672053813,0
Java_(programming_language)	C_(programming_language),0.853579965,58.0,0.0066392941382021,0.0021839783349349,0
Conditional_probability	Abstraction_(computer_science),0.696355195,29.0,0.0057220232375294,0.00738184677208,0
Control_flow	Programming_language,0.808654891,45.0,0.0060277802044203,0.0065956145715034,1
Programming_language	Theory_of_computation,0.537069321,17.0,0.0057220232375294,0.0073381672053813,0
System_programming	Computer,0.898914196,88.0,0.0059841006377216,0.0065956145715034,1
Calculus	Conditional_probability,0.76095194,34.0,0.0052852275705425,0.0072944876386826,0
Decision_Trees	Data_structure,0.650918227,26.0,0.0058967415043242,0.0069013715383943,1
Regular_language	Conditional_probability,0.633951255,21.0,0.0059404210710229,0.0072944876386826,0
Mathematics	Approximation,0.58682256,19.0,0.0044553158032672,0.00738184677208,0
Polymorphism_(computer_science)	String_(computer_science),0.599512837,22.0,0.0068140124049969,0.0072944876386826,0
Computer_graphics	Discrete_mathematics,0.633855303,24.0,0.0063335371713112,0.0071634489385865,1
Computer_software	computer_programs/algorithms,0.71986505,28.0,0.0058967415043242,0.0063772167380099,0
Algebra	Mathematics,0.924117394,92.0,0.0053725867039398,0.0067703328382982,1
Classes	Data_(computing),0.75543499,34.0,0.0061151393378177,0.0073381672053813,1
