148,Computer_graphics,is_preceded_by,Variable_(computer_science),0.756033262,33,Q7600677,Q877977
149,Computer_graphics,is_preceded_by,Foundations_of_mathematics,0.739877373,32,Q7600677,Q833585
150,Computer_graphics,is_preceded_by,Arithmetic,0.735601241,31,Q7600677,Q11205
152,Computer_graphics,is_preceded_by,Combinatorics,0.686829313,30,Q7600677,Q76592
154,Computer_graphics,is_preceded_by,Computability,0.715472062,27,Q7600677,Q818888
155,Computer_graphics,is_preceded_by,Mathematical_induction,0.692587747,27,Q7600677,Q178377
156,Computer_graphics,is_preceded_by,Theoretical_computer_science,0.686736327,26,Q7600677,Q2878974
157,Computer_graphics,is_preceded_by,Database_management_system,0.708137439,26,Q7600677,Q8513
158,Computer_graphics,is_preceded_by,Iterative_method,0.714388077,26,Q7600677,Q2321565
159,Computer_graphics,is_preceded_by,Object_(computer_science),0.64343174,25,Q7600677,Q216601
160,Computer_graphics,is_preceded_by,Problem_solving,0.668005829,25,Q7600677,Q730920
161,Computer_graphics,is_preceded_by,Abstraction_(computer_science),0.676016808,24,Q7600677,Q224055
162,Computer_graphics,is_preceded_by,Graph_theory,0.610565782,24,Q7600677,Q131476
163,Computer_graphics,is_preceded_by,Discrete_mathematics,0.633855303,24,Q7600677,Q121416
164,Computer_graphics,is_preceded_by,Database_transaction,0.642728971,23,Q7600677,Q848010
165,Computer_graphics,is_preceded_by,Asymptotic_analysis,0.516413689,19,Q7600677,Q752718
166,Computer_graphics,is_preceded_by,Image_processing,0.544441976,19,Q7600677,Q1070689
167,Computer_graphics,is_preceded_by,Polynomial,0.526666694,18,Q7600677,Q43260
168,Computer_graphics,is_preceded_by,Design_pattern_(computer_science),0.558542808,18,Q7600677,Q181156
170,Computer_graphics,is_preceded_by,Abstract_data_type,0.499768706,17,Q7600677,Q827335
171,Computer_graphics,is_preceded_by,Finite-state_machine,0.517433727,17,Q7600677,Q176452
281,Analysis_of_algorithms,is_preceded_by,Foundations_of_mathematics,0.895900008,73,Q333464,Q833585
283,Analysis_of_algorithms,is_preceded_by,Discrete_mathematics,0.894925477,69,Q333464,Q121416
284,Analysis_of_algorithms,is_preceded_by,Computational_science,0.875165954,65,Q333464,Q117801
285,Analysis_of_algorithms,is_preceded_by,Theoretical_computer_science,0.874385204,56,Q333464,Q2878974
287,Analysis_of_algorithms,is_preceded_by,Data_structure,0.851863799,54,Q333464,Q175263
288,Analysis_of_algorithms,is_preceded_by,Problem_solving,0.878379517,47,Q333464,Q730920
290,Analysis_of_algorithms,is_preceded_by,Automata_theory,0.814527103,42,Q333464,Q214526
291,Analysis_of_algorithms,is_preceded_by,Programming_language,0.82799882,42,Q333464,Q9143
292,Analysis_of_algorithms,is_preceded_by,Number_theory,0.796877815,41,Q333464,Q12479
293,Analysis_of_algorithms,is_preceded_by,Abstraction_(computer_science),0.796778107,40,Q333464,Q224055
294,Analysis_of_algorithms,is_preceded_by,Arithmetic,0.798680758,39,Q333464,Q11205
295,Analysis_of_algorithms,is_preceded_by,Artificial_intelligence,0.796022562,39,Q333464,Q11660
296,Analysis_of_algorithms,is_preceded_by,Polynomial,0.760492987,36,Q333464,Q43260
297,Analysis_of_algorithms,is_preceded_by,Iterative_method,0.782598058,36,Q333464,Q2321565
298,Analysis_of_algorithms,is_preceded_by,Graph_(mathematics),0.78332493,36,Q333464,Q363874
299,Analysis_of_algorithms,is_preceded_by,Computability,0.79615409,35,Q333464,Q818888
300,Analysis_of_algorithms,is_preceded_by,Finite-state_machine,0.768487714,33,Q333464,Q176452
301,Analysis_of_algorithms,is_preceded_by,Relational_algebra,0.718458636,29,Q333464,Q840540
302,Analysis_of_algorithms,is_preceded_by,Computational_problem,0.713034827,29,Q333464,Q3435924
303,Analysis_of_algorithms,is_preceded_by,Bioinformatics_Analysis,0.732720341,28,Q333464,Q128570
304,Analysis_of_algorithms,is_preceded_by,Geometry,0.705963064,27,Q333464,Q8087
305,Analysis_of_algorithms,is_preceded_by,Computational_geometry,0.660717468,25,Q333464,Q874709
306,Analysis_of_algorithms,is_preceded_by,Algebra,0.644618449,23,Q333464,Q3968
308,Analysis_of_algorithms,is_preceded_by,Relational_model,0.640581086,21,Q333464,Q755662
309,Analysis_of_algorithms,is_preceded_by,Random_variable,0.639924322,21,Q333464,Q176623
310,Analysis_of_algorithms,is_preceded_by,Numerical_analysis,0.565038157,20,Q333464,Q11216
312,Analysis_of_algorithms,is_preceded_by,Calculus,0.565083212,18,Q333464,Q149972
313,Analysis_of_algorithms,is_preceded_by,Mechanical_engineering,0.524470594,18,Q333464,Q101333
314,Analysis_of_algorithms,is_preceded_by,Matrix_(mathematics),0.504544987,17,Q333464,Q44337
316,Analysis_of_algorithms,is_preceded_by,Probability_theory,0.51901859,16,Q333464,Q5862903
317,Analysis_of_algorithms,is_preceded_by,Approximation,0.554022461,16,Q333464,Q27058
320,Analysis_of_algorithms,is_preceded_by,Kinematics,0.5525973,15,Q333464,Q11476
417,System_programming,is_preceded_by,Programming_language,0.881108284,72,Q1936256,Q9143
419,System_programming,is_preceded_by,Central_processing_unit,0.884920113,68,Q1936256,Q5300
420,System_programming,is_preceded_by,Parallel_computing,0.865316037,58,Q1936256,Q232661
421,System_programming,is_preceded_by,Lock_(computer_science),0.857443043,56,Q1936256,Q1427251
422,System_programming,is_preceded_by,Shared_memory,0.858765779,54,Q1936256,Q764810
423,System_programming,is_preceded_by,Computational_complexity_theory,0.845221134,52,Q1936256,Q205084
424,System_programming,is_preceded_by,Mutual_exclusion,0.827971264,49,Q1936256,Q1047554
426,System_programming,is_preceded_by,Arithmetic,0.826964622,43,Q1936256,Q11205
428,System_programming,is_preceded_by,Data_structure,0.80579753,41,Q1936256,Q175263
429,System_programming,is_preceded_by,Distributed_computing,0.751844518,34,Q1936256,Q180634
430,System_programming,is_preceded_by,Theoretical_computer_science,0.718551129,32,Q1936256,Q2878974
432,System_programming,is_preceded_by,Linux_Command_Line,0.686928162,26,Q1936256,Q388
433,System_programming,is_preceded_by,Database_management_system,0.691940821,26,Q1936256,Q8513
434,System_programming,is_preceded_by,Computability,0.67795105,25,Q1936256,Q818888
435,System_programming,is_preceded_by,Iterative_method,0.655089498,24,Q1936256,Q2321565
437,System_programming,is_preceded_by,Problem_solving,0.601782018,22,Q1936256,Q730920
438,System_programming,is_preceded_by,Computer_network,0.620323788,22,Q1936256,Q1301371
439,System_programming,is_preceded_by,Combinatorics,0.629061063,21,Q1936256,Q76592
440,System_programming,is_preceded_by,Foundations_of_mathematics,0.608797503,20,Q1936256,Q833585
441,System_programming,is_preceded_by,Computation,0.545168475,19,Q1936256,Q12525525
442,System_programming,is_preceded_by,Mathematical_induction,0.524142795,18,Q1936256,Q178377
443,System_programming,is_preceded_by,Polynomial,0.508423567,16,Q1936256,Q43260
552,Functional_programming,is_preceded_by,Data_structure,0.88538244,63,Q193076,Q175263
553,Functional_programming,is_preceded_by,Imperative_programming,0.878338091,62,Q193076,Q275596
554,Functional_programming,is_preceded_by,Control_flow,0.868595231,62,Q193076,Q868299
555,Functional_programming,is_preceded_by,computer_programs/algorithms,0.879394185,62,Q193076,Q8366
556,Functional_programming,is_preceded_by,Higher-order_function,0.823718558,45,Q193076,Q1474542
557,Functional_programming,is_preceded_by,Object-oriented_programming,0.821630014,38,Q193076,Q79872
558,Functional_programming,is_preceded_by,Arithmetic,0.78366826,37,Q193076,Q11205
560,Functional_programming,is_preceded_by,Object_(computer_science),0.767882737,33,Q193076,Q216601
561,Functional_programming,is_preceded_by,Abstract_data_type,0.73382603,33,Q193076,Q827335
562,Functional_programming,is_preceded_by,High-level_programming_language,0.773734107,33,Q193076,Q211496
564,Functional_programming,is_preceded_by,Structured_programming,0.770296946,32,Q193076,Q223335
565,Functional_programming,is_preceded_by,Computational_complexity_theory,0.746312439,32,Q193076,Q205084
568,Functional_programming,is_preceded_by,Assembly_language,0.756005748,30,Q193076,Q165436
569,Functional_programming,is_preceded_by,Design_pattern_(computer_science),0.70391924,28,Q193076,Q181156
570,Functional_programming,is_preceded_by,Regular_expression,0.679655112,26,Q193076,Q185612
572,Functional_programming,is_preceded_by,Number_theory,0.642099925,21,Q193076,Q12479
574,Functional_programming,is_preceded_by,Scope_(computer_science),0.610080862,20,Q193076,Q1034415
575,Functional_programming,is_preceded_by,Software_design,0.632427835,20,Q193076,Q857102
576,Functional_programming,is_preceded_by,Context-free_language,0.589361617,19,Q193076,Q729271
577,Functional_programming,is_preceded_by,Computer_architecture,0.544973825,19,Q193076,Q173212
578,Functional_programming,is_preceded_by,Theory_of_computation,0.568911,19,Q193076,Q844718
579,Functional_programming,is_preceded_by,Troubleshooting_&_Debugging,0.603634759,19,Q193076,Q845566
580,Functional_programming,is_preceded_by,Operating_system,0.518930117,18,Q193076,Q9135
581,Functional_programming,is_preceded_by,Python_(programming_language),0.58889232,17,Q193076,Q28865
582,Functional_programming,is_preceded_by,Finite-state_machine,0.602866706,17,Q193076,Q176452
583,Functional_programming,is_preceded_by,Software_development,0.591794407,17,Q193076,Q638608
584,Functional_programming,is_preceded_by,Regular_language,0.537827576,17,Q193076,Q752532
587,Functional_programming,is_preceded_by,Discrete_mathematics,0.558053195,16,Q193076,Q121416
708,Parsing,is_preceded_by,Regular_expression,0.85363799,55,Q194152,Q185612
709,Parsing,is_preceded_by,Computer_architecture,0.864442383,55,Q194152,Q173212
710,Parsing,is_preceded_by,Compiler_Construction,0.849973881,47,Q194152,Q47506
713,Parsing,is_preceded_by,Data_(computing),0.745020777,32,Q194152,Q494756
714,Parsing,is_preceded_by,Abstract_data_type,0.764755413,32,Q194152,Q827335
715,Parsing,is_preceded_by,Computational_complexity_theory,0.757494577,30,Q194152,Q205084
716,Parsing,is_preceded_by,Iterative_method,0.720738707,29,Q194152,Q2321565
717,Parsing,is_preceded_by,Variable_(computer_science),0.720654586,29,Q194152,Q877977
719,Parsing,is_preceded_by,Computability,0.708838906,28,Q194152,Q818888
720,Parsing,is_preceded_by,Assembly_language,0.716094088,27,Q194152,Q165436
721,Parsing,is_preceded_by,Abstraction_(computer_science),0.661694783,26,Q194152,Q224055
722,Parsing,is_preceded_by,Mathematical_induction,0.692256671,26,Q194152,Q178377
723,Parsing,is_preceded_by,Computation,0.675216118,24,Q194152,Q12525525
726,Parsing,is_preceded_by,Theoretical_computer_science,0.679813219,23,Q194152,Q2878974
727,Parsing,is_preceded_by,Automata_theory,0.660949728,23,Q194152,Q214526
728,Parsing,is_preceded_by,Combinatorics,0.653467697,23,Q194152,Q76592
729,Parsing,is_preceded_by,Analysis_of_algorithms,0.624957002,23,Q194152,Q333464
730,Parsing,is_preceded_by,Discrete_mathematics,0.651130698,22,Q194152,Q121416
731,Parsing,is_preceded_by,Problem_solving,0.648694905,22,Q194152,Q730920
732,Parsing,is_preceded_by,Control_flow,0.61079434,21,Q194152,Q868299
733,Parsing,is_preceded_by,High-level_programming_language,0.61351912,20,Q194152,Q211496
734,Parsing,is_preceded_by,Object-oriented_programming,0.61337343,19,Q194152,Q79872
735,Parsing,is_preceded_by,Turing_machine,0.581831606,19,Q194152,Q163310
736,Parsing,is_preceded_by,Object_(computer_science),0.578571621,19,Q194152,Q216601
737,Parsing,is_preceded_by,Scope_(computer_science),0.593447871,18,Q194152,Q1034415
740,Parsing,is_preceded_by,Kinematics,0.510011494,16,Q194152,Q11476
741,Parsing,is_preceded_by,Geometry,0.521994948,16,Q194152,Q8087
750,Parsing,is_preceded_by,Higher-order_function,0.509540626,14,Q194152,Q1474542
857,Unsupervised_learning,is_preceded_by,Supervised_Machine_Learning,0.928454245,93,Q1152135,Q334384
858,Unsupervised_learning,is_preceded_by,Computational_science,0.876537511,71,Q1152135,Q117801
859,Unsupervised_learning,is_preceded_by,Semantics,0.87840455,64,Q1152135,Q796212
861,Unsupervised_learning,is_preceded_by,Expected_value,0.859823058,62,Q1152135,Q200125
863,Unsupervised_learning,is_preceded_by,basic_statistics,0.848650728,56,Q1152135,Q12483
866,Unsupervised_learning,is_preceded_by,computer_programs/algorithms,0.838392019,52,Q1152135,Q8366
867,Unsupervised_learning,is_preceded_by,Graph_theory,0.861976157,48,Q1152135,Q131476
868,Unsupervised_learning,is_preceded_by,Artificial_intelligence,0.815175295,42,Q1152135,Q11660
869,Unsupervised_learning,is_preceded_by,linear_algebra,0.811526688,38,Q1152135,Q82571
870,Unsupervised_learning,is_preceded_by,Conditional_probability,0.784206945,37,Q1152135,Q327069
871,Unsupervised_learning,is_preceded_by,Probability_Interpretations,0.763681306,36,Q1152135,Q9492
872,Unsupervised_learning,is_preceded_by,Markov_process,0.804525428,36,Q1152135,Q176645
873,Unsupervised_learning,is_preceded_by,Probability_theory,0.793308353,35,Q1152135,Q5862903
875,Unsupervised_learning,is_preceded_by,Random_variable,0.73494801,29,Q1152135,Q176623
876,Unsupervised_learning,is_preceded_by,Machine_Learning_Regression,0.698700693,27,Q1152135,Q208042
877,Unsupervised_learning,is_preceded_by,Computational_complexity_theory,0.665011113,26,Q1152135,Q205084
878,Unsupervised_learning,is_preceded_by,Natural_language_processing,0.707998142,25,Q1152135,Q30642
879,Unsupervised_learning,is_preceded_by,gpt,0.68746986,24,Q1152135,Q116777014
880,Unsupervised_learning,is_preceded_by,Neural_Network_Architecture,0.650582065,23,Q1152135,Q192776
881,Unsupervised_learning,is_preceded_by,Data_Science_Methodology,0.637888995,22,Q1152135,Q2374463
882,Unsupervised_learning,is_preceded_by,Graph_(mathematics),0.604309309,21,Q1152135,Q363874
887,Unsupervised_learning,is_preceded_by,Mathematical_model,0.493141937,15,Q1152135,Q486902
889,Unsupervised_learning,is_preceded_by,Machine_translation,0.509219681,14,Q1152135,Q79798
1004,Natural_language,is_preceded_by,Semantics,0.872214992,65,Q33742,Q796212
1005,Natural_language,is_preceded_by,Computational_science,0.829367549,54,Q33742,Q117801
1008,Natural_language,is_preceded_by,computer_programs/algorithms,0.797252807,44,Q33742,Q8366
1009,Natural_language,is_preceded_by,linear_algebra,0.762675492,37,Q33742,Q82571
1013,Natural_language,is_preceded_by,Graph_(mathematics),0.730981162,33,Q33742,Q363874
1014,Natural_language,is_preceded_by,Mathematical_induction,0.710384488,32,Q33742,Q178377
1015,Natural_language,is_preceded_by,Foundations_of_mathematics,0.718491339,31,Q33742,Q833585
1016,Natural_language,is_preceded_by,Computability,0.700161489,30,Q33742,Q818888
1017,Natural_language,is_preceded_by,basic_statistics,0.681497442,29,Q33742,Q12483
1018,Natural_language,is_preceded_by,Combinatorics,0.692136074,29,Q33742,Q76592
1020,Natural_language,is_preceded_by,Computation,0.673958881,28,Q33742,Q12525525
1021,Natural_language,is_preceded_by,Algebra,0.701573951,28,Q33742,Q3968
1022,Natural_language,is_preceded_by,Iterative_method,0.698801958,26,Q33742,Q2321565
1023,Natural_language,is_preceded_by,Expected_value,0.663741295,26,Q33742,Q200125
1024,Natural_language,is_preceded_by,Theoretical_computer_science,0.651928131,26,Q33742,Q2878974
1025,Natural_language,is_preceded_by,Polynomial,0.671975062,26,Q33742,Q43260
1026,Natural_language,is_preceded_by,Finite-state_machine,0.638436737,25,Q33742,Q176452
1027,Natural_language,is_preceded_by,Random_variable,0.649048958,25,Q33742,Q176623
1028,Natural_language,is_preceded_by,Abstraction_(computer_science),0.617665013,24,Q33742,Q224055
1029,Natural_language,is_preceded_by,Graph_theory,0.634063443,24,Q33742,Q131476
1030,Natural_language,is_preceded_by,Introduction_to_Algorithms,0.647057077,23,Q33742,Q1141518
1032,Natural_language,is_preceded_by,Arithmetic,0.60700707,22,Q33742,Q11205
1033,Natural_language,is_preceded_by,Problem_solving,0.588209672,22,Q33742,Q730920
1034,Natural_language,is_preceded_by,Mathematical_model,0.586224599,22,Q33742,Q486902
1035,Natural_language,is_preceded_by,Approximation,0.603633608,21,Q33742,Q27058
1036,Natural_language,is_preceded_by,Automata_theory,0.596880777,21,Q33742,Q214526
1037,Natural_language,is_preceded_by,Computational_problem,0.554302359,20,Q33742,Q3435924
1039,Natural_language,is_preceded_by,String_(computer_science),0.512699529,19,Q33742,Q184754
1141,Interface_(computing),is_preceded_by,Human-computer_interaction,0.836504014,60,Q23808,Q207434
1142,Interface_(computing),is_preceded_by,linear_algebra,0.789933077,45,Q23808,Q82571
1143,Interface_(computing),is_preceded_by,Algebra,0.813145247,44,Q23808,Q3968
1146,Interface_(computing),is_preceded_by,Random_variable,0.720126152,33,Q23808,Q176623
1148,Interface_(computing),is_preceded_by,Foundations_of_mathematics,0.721364114,31,Q23808,Q833585
1149,Interface_(computing),is_preceded_by,Context-free_language,0.738437636,29,Q23808,Q729271
1150,Interface_(computing),is_preceded_by,Conditional_probability,0.705637077,29,Q23808,Q327069
1151,Interface_(computing),is_preceded_by,Finite-state_machine,0.726054389,29,Q23808,Q176452
1152,Interface_(computing),is_preceded_by,Mathematical_model,0.676388423,27,Q23808,Q486902
1153,Interface_(computing),is_preceded_by,Iterative_method,0.659979043,27,Q23808,Q2321565
1155,Interface_(computing),is_preceded_by,Automata_theory,0.647762702,26,Q23808,Q214526
1156,Interface_(computing),is_preceded_by,Communications_protocol,0.66561046,26,Q23808,Q132364
1157,Interface_(computing),is_preceded_by,Abstract_data_type,0.65491745,25,Q23808,Q827335
1158,Interface_(computing),is_preceded_by,Computational_problem,0.647242824,24,Q23808,Q3435924
1159,Interface_(computing),is_preceded_by,Approximation,0.607651909,24,Q23808,Q27058
1160,Interface_(computing),is_preceded_by,Information_security,0.572588133,23,Q23808,Q189900
1161,Interface_(computing),is_preceded_by,Computability,0.594577084,23,Q23808,Q818888
1162,Interface_(computing),is_preceded_by,Randomization,0.571595855,23,Q23808,Q1363085
1163,Interface_(computing),is_preceded_by,Scope_(computer_science),0.62969158,23,Q23808,Q1034415
1166,Interface_(computing),is_preceded_by,Problem_solving,0.571249745,22,Q23808,Q730920
1167,Interface_(computing),is_preceded_by,Graph_(mathematics),0.573773081,22,Q23808,Q363874
1169,Interface_(computing),is_preceded_by,Structured_programming,0.612158862,22,Q23808,Q223335
1170,Interface_(computing),is_preceded_by,Arithmetic,0.562201,21,Q23808,Q11205
1171,Interface_(computing),is_preceded_by,Central_processing_unit,0.547122183,21,Q23808,Q5300
1174,Interface_(computing),is_preceded_by,Polynomial,0.571604093,21,Q23808,Q43260
1175,Interface_(computing),is_preceded_by,Control_flow,0.585580099,21,Q23808,Q868299
1176,Interface_(computing),is_preceded_by,Lexical_analysis,0.540466763,21,Q23808,Q835922
1177,Interface_(computing),is_preceded_by,Computer_security,0.520216274,20,Q23808,Q3510521
1178,Interface_(computing),is_preceded_by,Combinatorics,0.522097969,20,Q23808,Q76592
1179,Interface_(computing),is_preceded_by,Higher-order_function,0.565684652,20,Q23808,Q1474542
1180,Interface_(computing),is_preceded_by,Variable_(computer_science),0.509270467,19,Q23808,Q877977
1181,Interface_(computing),is_preceded_by,Design_pattern_(computer_science),0.504589583,19,Q23808,Q181156
1182,Interface_(computing),is_preceded_by,Shared_memory,0.501975712,19,Q23808,Q764810
1184,Interface_(computing),is_preceded_by,Recursion,0.51302486,18,Q23808,Q179976
1186,Interface_(computing),is_preceded_by,Formal_grammar,0.492137962,18,Q23808,Q373045
1187,Interface_(computing),is_preceded_by,Object_(computer_science),0.510871993,18,Q23808,Q216601
1191,Interface_(computing),is_preceded_by,Personal_computer,0.545922953,17,Q23808,Q16338
1264,Relational_model,is_preceded_by,Relational_algebra,0.890215951,74,Q755662,Q840540
1268,Relational_model,is_preceded_by,Database_transaction,0.800485611,39,Q755662,Q848010
1269,Relational_model,is_preceded_by,Object_(computer_science),0.793115518,39,Q755662,Q216601
1270,Relational_model,is_preceded_by,Introduction_to_Algorithms,0.783356615,37,Q755662,Q1141518
1272,Relational_model,is_preceded_by,Arithmetic,0.766363433,33,Q755662,Q11205
1273,Relational_model,is_preceded_by,Foundations_of_mathematics,0.734108448,32,Q755662,Q833585
1274,Relational_model,is_preceded_by,Combinatorics,0.725037225,30,Q755662,Q76592
1276,Relational_model,is_preceded_by,Mechanical_engineering,0.671840209,27,Q755662,Q101333
1277,Relational_model,is_preceded_by,Algebra,0.661833763,27,Q755662,Q3968
1278,Relational_model,is_preceded_by,computer_programs/algorithms,0.691163204,27,Q755662,Q8366
1279,Relational_model,is_preceded_by,Interface_(computing),0.714318487,27,Q755662,Q23808
1281,Relational_model,is_preceded_by,Theoretical_computer_science,0.691268994,26,Q755662,Q2878974
1282,Relational_model,is_preceded_by,Kinematics,0.696725699,26,Q755662,Q11476
1283,Relational_model,is_preceded_by,Mathematical_induction,0.629282494,25,Q755662,Q178377
1284,Relational_model,is_preceded_by,Computation,0.602402488,24,Q755662,Q12525525
1285,Relational_model,is_preceded_by,Asymptotic_analysis,0.657199701,24,Q755662,Q752718
1286,Relational_model,is_preceded_by,Mathematical_proof,0.642194549,24,Q755662,Q11538
1287,Relational_model,is_preceded_by,Number_theory,0.64125003,23,Q755662,Q12479
1288,Relational_model,is_preceded_by,Problem_solving,0.633509138,23,Q755662,Q730920
1289,Relational_model,is_preceded_by,Abstraction_(computer_science),0.592935085,22,Q755662,Q224055
1290,Relational_model,is_preceded_by,Central_processing_unit,0.556784066,22,Q755662,Q5300
1293,Relational_model,is_preceded_by,Variable_(computer_science),0.589982532,21,Q755662,Q877977
1294,Relational_model,is_preceded_by,Graph_(mathematics),0.610115576,20,Q755662,Q363874
1295,Relational_model,is_preceded_by,Automata_theory,0.571167745,19,Q755662,Q214526
1296,Relational_model,is_preceded_by,Conditional_probability,0.548209793,19,Q755662,Q327069
1299,Relational_model,is_preceded_by,Control_flow,0.566303504,19,Q755662,Q868299
1300,Relational_model,is_preceded_by,Computability,0.557618994,19,Q755662,Q818888
1301,Relational_model,is_preceded_by,linear_algebra,0.589219545,19,Q755662,Q82571
1303,Relational_model,is_preceded_by,Generic_programming,0.524441083,18,Q755662,Q1051282
1304,Relational_model,is_preceded_by,Abstract_data_type,0.52183432,18,Q755662,Q827335
1308,Relational_model,is_preceded_by,Random_variable,0.519027766,17,Q755662,Q176623
1310,Relational_model,is_preceded_by,Computational_problem,0.496867741,17,Q755662,Q3435924
1314,Relational_model,is_preceded_by,Context-free_language,0.499115586,16,Q755662,Q729271
1322,Relational_model,is_preceded_by,Lock_(computer_science),0.506026064,14,Q755662,Q1427251
1399,Object_(computer_science),is_preceded_by,Variable_(computer_science),0.879721105,64,Q216601,Q877977
1400,Object_(computer_science),is_preceded_by,Database_transaction,0.8889533,63,Q216601,Q848010
1401,Object_(computer_science),is_preceded_by,Structured_programming,0.854240483,58,Q216601,Q223335
1402,Object_(computer_science),is_preceded_by,Design_pattern_(computer_science),0.836645164,51,Q216601,Q181156
1404,Object_(computer_science),is_preceded_by,High-level_programming_language,0.834758148,50,Q216601,Q211496
1405,Object_(computer_science),is_preceded_by,Abstract_data_type,0.795096296,47,Q216601,Q827335
1406,Object_(computer_science),is_preceded_by,Data_structure,0.82832795,47,Q216601,Q175263
1409,Object_(computer_science),is_preceded_by,Arithmetic,0.75182769,36,Q216601,Q11205
1411,Object_(computer_science),is_preceded_by,Programming_language,0.731185021,31,Q216601,Q9143
1412,Object_(computer_science),is_preceded_by,Data_(computing),0.736319319,30,Q216601,Q494756
1414,Object_(computer_science),is_preceded_by,Foundations_of_mathematics,0.668064288,28,Q216601,Q833585
1415,Object_(computer_science),is_preceded_by,Theory_of_computation,0.673879044,28,Q216601,Q844718
1416,Object_(computer_science),is_preceded_by,computer_programs/algorithms,0.670290504,28,Q216601,Q8366
1418,Object_(computer_science),is_preceded_by,Problem_solving,0.670232925,25,Q216601,Q730920
1419,Object_(computer_science),is_preceded_by,Computation,0.697535992,25,Q216601,Q12525525
1420,Object_(computer_science),is_preceded_by,Mathematical_induction,0.662905693,24,Q216601,Q178377
1421,Object_(computer_science),is_preceded_by,Troubleshooting_&_Debugging,0.602047125,24,Q216601,Q845566
1422,Object_(computer_science),is_preceded_by,Theoretical_computer_science,0.601241748,24,Q216601,Q2878974
1423,Object_(computer_science),is_preceded_by,Database_management_system,0.648668455,23,Q216601,Q8513
1424,Object_(computer_science),is_preceded_by,Iterative_method,0.574136951,22,Q216601,Q2321565
1425,Object_(computer_science),is_preceded_by,Number_theory,0.61482266,21,Q216601,Q12479
1426,Object_(computer_science),is_preceded_by,Combinatorics,0.555679594,21,Q216601,Q76592
1427,Object_(computer_science),is_preceded_by,Central_processing_unit,0.60559845,20,Q216601,Q5300
1428,Object_(computer_science),is_preceded_by,Computability,0.521308279,20,Q216601,Q818888
1429,Object_(computer_science),is_preceded_by,Relational_model,0.578205395,20,Q216601,Q755662
1432,Object_(computer_science),is_preceded_by,Algebra,0.554636604,19,Q216601,Q3968
1436,Object_(computer_science),is_preceded_by,Finite-state_machine,0.541835617,17,Q216601,Q176452
1437,Object_(computer_science),is_preceded_by,Graph_(mathematics),0.503640399,17,Q216601,Q363874
