triple_name,score,triple_incidence,head_rate,tail_rate
Functional_programming	Scope_(computer_science),0.610080862,20.0,0.0067266532715995,0.0072508080719839
Functional_programming	Software_design,0.632427835,20.0,0.0067266532715995,0.0072508080719839
Functional_programming	Troubleshooting_&_Debugging,0.603634759,19.0,0.0067266532715995,0.0073381672053813
Functional_programming	Operating_system,0.518930117,18.0,0.0067266532715995,0.0050231501703503
Functional_programming	Python_(programming_language),0.58889232,17.0,0.0067266532715995,0.0017908622346466
Functional_programming	Software_development,0.591794407,17.0,0.0067266532715995,0.0025334148685245
Functional_programming	Discrete_mathematics,0.558053195,16.0,0.0067266532715995,0.0071634489385865
Parsing	Computer_architecture,0.864442383,55.0,0.0066392941382021,0.0072508080719839
Parsing	Computational_complexity_theory,0.757494577,30.0,0.0066392941382021,0.006945051105093
Parsing	Iterative_method,0.720738707,29.0,0.0066392941382021,0.0073381672053813
Parsing	Computability,0.708838906,28.0,0.0066392941382021,0.00738184677208
Parsing	Assembly_language,0.716094088,27.0,0.0066392941382021,0.0031449288023062
Parsing	Mathematical_induction,0.692256671,26.0,0.0066392941382021,0.00738184677208
Parsing	Computation,0.675216118,24.0,0.0066392941382021,0.0073381672053813
Parsing	Combinatorics,0.653467697,23.0,0.0066392941382021,0.0073381672053813
Parsing	Analysis_of_algorithms,0.624957002,23.0,0.0066392941382021,0.0046737136367607
Parsing	Problem_solving,0.648694905,22.0,0.0066392941382021,0.0073381672053813
Parsing	Control_flow,0.61079434,21.0,0.0066392941382021,0.0072508080719839
Parsing	Object-oriented_programming,0.61337343,19.0,0.0066392941382021,0.0024023761684284
Parsing	Object_(computer_science),0.578571621,19.0,0.0066392941382021,0.0072944876386826
Parsing	Higher-order_function,0.509540626,14.0,0.0066392941382021,0.0074255263387787
Unsupervised_learning	Supervised_Machine_Learning,0.928454245,93.0,0.0064208963047086,0.0033633266357997
Unsupervised_learning	Expected_value,0.859823058,62.0,0.0064208963047086,0.0073381672053813
Regular_language	Turing_machine,-0.898311424,5.0,0.0059404210710229,0.005066829737049
Unsupervised_learning	basic_statistics,0.848650728,56.0,0.0064208963047086,0.0073381672053813
Unsupervised_learning	computer_programs/algorithms,0.838392019,52.0,0.0064208963047086,0.0063772167380099
Regular_language	Computability,0.482902302,17.0,0.0059404210710229,0.00738184677208
Unsupervised_learning	Artificial_intelligence,0.815175295,42.0,0.0064208963047086,0.0029702105355114
Unsupervised_learning	linear_algebra,0.811526688,38.0,0.0064208963047086,0.0073381672053813
Unsupervised_learning	Conditional_probability,0.784206945,37.0,0.0064208963047086,0.0072944876386826
Unsupervised_learning	Probability_Interpretations,0.763681306,36.0,0.0064208963047086,0.0059841006377216
Unsupervised_learning	Probability_theory,0.793308353,35.0,0.0064208963047086,0.0068576919716956
Unsupervised_learning	Natural_language_processing,0.707998142,25.0,0.0064208963047086,0.0014851052677557
Unsupervised_learning	gpt,0.68746986,24.0,0.0064208963047086,0.0044116362365685
Unsupervised_learning	Neural_Network_Architecture,0.650582065,23.0,0.0064208963047086,0.003319647069101
Unsupervised_learning	Data_Science_Methodology,0.637888995,22.0,0.0064208963047086,0.0066829737049008
Unsupervised_learning	Machine_translation,0.509219681,14.0,0.0064208963047086,0.0015724644011531
Natural_language	Mathematical_induction,0.710384488,32.0,0.0059841006377216,0.00738184677208
Natural_language	Computability,0.700161489,30.0,0.0059841006377216,0.00738184677208
Natural_language	Combinatorics,0.692136074,29.0,0.0059841006377216,0.0073381672053813
Natural_language	Problem_solving,0.588209672,22.0,0.0059841006377216,0.0073381672053813
Natural_language	Automata_theory,0.596880777,21.0,0.0059841006377216,0.0074255263387787
Interface_(computing)	Human-computer_interaction,0.836504014,60.0,0.0053725867039398,0.0057220232375294
Interface_(computing)	linear_algebra,0.789933077,45.0,0.0053725867039398,0.0073381672053813
Interface_(computing)	Algebra,0.813145247,44.0,0.0053725867039398,0.0072944876386826
Interface_(computing)	Random_variable,0.720126152,33.0,0.0053725867039398,0.0073381672053813
Interface_(computing)	Foundations_of_mathematics,0.721364114,31.0,0.0053725867039398,0.0073381672053813
Interface_(computing)	Context-free_language,0.738437636,29.0,0.0053725867039398,0.0072071285052852
Interface_(computing)	Conditional_probability,0.705637077,29.0,0.0053725867039398,0.0072944876386826
Interface_(computing)	Finite-state_machine,0.726054389,29.0,0.0053725867039398,0.0073381672053813
Interface_(computing)	Mathematical_model,0.676388423,27.0,0.0053725867039398,0.0073381672053813
Interface_(computing)	Iterative_method,0.659979043,27.0,0.0053725867039398,0.0073381672053813
Interface_(computing)	Automata_theory,0.647762702,26.0,0.0053725867039398,0.0074255263387787
Interface_(computing)	Communications_protocol,0.66561046,26.0,0.0053725867039398,0.00738184677208
Interface_(computing)	Abstract_data_type,0.65491745,25.0,0.0053725867039398,0.00738184677208
Interface_(computing)	Computational_problem,0.647242824,24.0,0.0053725867039398,0.00738184677208
Calculus	Theory_of_computation,-8.345751762,1.0,0.0052852275705425,0.0073381672053813
Interface_(computing)	Approximation,0.607651909,24.0,0.0053725867039398,0.00738184677208
Interface_(computing)	Randomization,0.571595855,23.0,0.0053725867039398,0.00738184677208
Interface_(computing)	Scope_(computer_science),0.62969158,23.0,0.0053725867039398,0.0072508080719839
Interface_(computing)	Graph_(mathematics),0.573773081,22.0,0.0053725867039398,0.0073381672053813
Interface_(computing)	Arithmetic,0.562201,21.0,0.0053725867039398,0.0072071285052852
Interface_(computing)	Central_processing_unit,0.547122183,21.0,0.0053725867039398,0.0073381672053813
Interface_(computing)	Polynomial,0.571604093,21.0,0.0053725867039398,0.0074255263387787
Interface_(computing)	Lexical_analysis,0.540466763,21.0,0.0053725867039398,0.0072944876386826
Interface_(computing)	Combinatorics,0.522097969,20.0,0.0053725867039398,0.0073381672053813
Interface_(computing)	Higher-order_function,0.565684652,20.0,0.0053725867039398,0.0074255263387787
Interface_(computing)	Design_pattern_(computer_science),0.504589583,19.0,0.0053725867039398,0.0073381672053813
Interface_(computing)	Shared_memory,0.501975712,19.0,0.0053725867039398,0.0072944876386826
Interface_(computing)	Recursion,0.51302486,18.0,0.0053725867039398,0.0072944876386826
Interface_(computing)	Formal_grammar,0.492137962,18.0,0.0053725867039398,0.0072944876386826
Relational_model	Object_(computer_science),0.793115518,39.0,0.0058093823709268,0.0072944876386826
Relational_model	Introduction_to_Algorithms,0.783356615,37.0,0.0058093823709268,0.0072944876386826
Relational_model	Mechanical_engineering,0.671840209,27.0,0.0058093823709268,0.00738184677208
Relational_model	Computation,0.602402488,24.0,0.0058093823709268,0.0073381672053813
Relational_model	Asymptotic_analysis,0.657199701,24.0,0.0058093823709268,0.0073381672053813
Relational_model	Mathematical_proof,0.642194549,24.0,0.0058093823709268,0.0074255263387787
Relational_model	Number_theory,0.64125003,23.0,0.0058093823709268,0.00738184677208
Relational_model	Abstraction_(computer_science),0.592935085,22.0,0.0058093823709268,0.00738184677208
Relational_model	Variable_(computer_science),0.589982532,21.0,0.0058093823709268,0.0072071285052852
Relational_model	Automata_theory,0.571167745,19.0,0.0058093823709268,0.0074255263387787
Relational_model	Conditional_probability,0.548209793,19.0,0.0058093823709268,0.0072944876386826
Relational_model	Computability,0.557618994,19.0,0.0058093823709268,0.00738184677208
Relational_model	Random_variable,0.519027766,17.0,0.0058093823709268,0.0073381672053813
Object_(computer_science)	Database_transaction,0.8889533,63.0,0.0054162662706385,0.00738184677208
Object_(computer_science)	Structured_programming,0.854240483,58.0,0.0054162662706385,0.0072508080719839
Object_(computer_science)	Design_pattern_(computer_science),0.836645164,51.0,0.0054162662706385,0.0073381672053813
Data	Object-oriented_programming,-0.391170025,6.0,0.0051978684371451,0.0024023761684284
Object_(computer_science)	Data_(computing),0.736319319,30.0,0.0054162662706385,0.0073381672053813
Object_(computer_science)	Theory_of_computation,0.673879044,28.0,0.0054162662706385,0.0073381672053813
Object_(computer_science)	computer_programs/algorithms,0.670290504,28.0,0.0054162662706385,0.0063772167380099
Object_(computer_science)	Problem_solving,0.670232925,25.0,0.0054162662706385,0.0073381672053813
Object_(computer_science)	Computation,0.697535992,25.0,0.0054162662706385,0.0073381672053813
Object_(computer_science)	Mathematical_induction,0.662905693,24.0,0.0054162662706385,0.00738184677208
Object_(computer_science)	Troubleshooting_&_Debugging,0.602047125,24.0,0.0054162662706385,0.0073381672053813
Object_(computer_science)	Theoretical_computer_science,0.601241748,24.0,0.0054162662706385,0.0073381672053813
Object_(computer_science)	Database_management_system,0.648668455,23.0,0.0054162662706385,0.0034070062024984
Object_(computer_science)	Iterative_method,0.574136951,22.0,0.0054162662706385,0.0073381672053813
Object_(computer_science)	Number_theory,0.61482266,21.0,0.0054162662706385,0.00738184677208
Object_(computer_science)	Combinatorics,0.555679594,21.0,0.0054162662706385,0.0073381672053813
Object_(computer_science)	Central_processing_unit,0.60559845,20.0,0.0054162662706385,0.0073381672053813
Object_(computer_science)	Computability,0.521308279,20.0,0.0054162662706385,0.00738184677208
Object_(computer_science)	Graph_(mathematics),0.503640399,17.0,0.0054162662706385,0.0073381672053813
Object_(computer_science)	Abstraction_(computer_science),0.51437813,16.0,0.0054162662706385,0.00738184677208
Bioinformatics_Analysis	Computational_complexity_theory,0.884793179,65.0,0.0069887306717917,0.006945051105093
Bioinformatics_Analysis	Programming_language,0.885261265,60.0,0.0069887306717917,0.0065956145715034
Data	Computer,0.867841264,69.0,0.0051978684371451,0.0065956145715034
Bioinformatics_Analysis	Computation,0.854624033,46.0,0.0069887306717917,0.0073381672053813
Bioinformatics_Analysis	Artificial_intelligence,0.775223564,34.0,0.0069887306717917,0.0029702105355114
Mathematics	Uncertainty,0.544100807,21.0,0.0044553158032672,0.00738184677208
Bioinformatics_Analysis	Theoretical_computer_science,0.738628815,29.0,0.0069887306717917,0.0073381672053813
Bioinformatics_Analysis	Computational_science,0.736896301,29.0,0.0069887306717917,0.0072071285052852
Bioinformatics_Analysis	Computability,0.752667131,29.0,0.0069887306717917,0.00738184677208
Bioinformatics_Analysis	Foundations_of_mathematics,0.687861023,25.0,0.0069887306717917,0.0073381672053813
Bioinformatics_Analysis	Abstraction_(computer_science),0.686486576,23.0,0.0069887306717917,0.00738184677208
Bioinformatics_Analysis	linear_algebra,0.594841185,21.0,0.0069887306717917,0.0073381672053813
Bioinformatics_Analysis	Discrete_mathematics,0.600690796,21.0,0.0069887306717917,0.0071634489385865
Bioinformatics_Analysis	Turing_machine,0.562244666,19.0,0.0069887306717917,0.005066829737049
Bioinformatics_Analysis	Problem_solving,0.578474257,18.0,0.0069887306717917,0.0073381672053813
Bioinformatics_Analysis	Arithmetic,0.526949322,17.0,0.0069887306717917,0.0072071285052852
Bioinformatics_Analysis	Mechanical_engineering,0.538528639,17.0,0.0069887306717917,0.00738184677208
Computer_software	Application_software,0.883249882,70.0,0.0058967415043242,0.0054599458373372
Computer_software	Central_processing_unit,0.869515799,59.0,0.0058967415043242,0.0073381672053813
Computer_software	Programming_language,0.862464017,58.0,0.0058967415043242,0.0065956145715034
Computer_software	Arithmetic,0.851118845,51.0,0.0058967415043242,0.0072071285052852
Computer_software	specialty,0.833234554,45.0,0.0058967415043242,0.0066829737049008
Computer_software	Unix,0.823228151,39.0,0.0058967415043242,0.0072508080719839
Computer_software	Variable_(computer_science),0.790848931,36.0,0.0058967415043242,0.0072071285052852
Computer_software	Shared_memory,0.755002744,33.0,0.0058967415043242,0.0072944876386826
Computer_software	Data_structure,0.772491425,32.0,0.0058967415043242,0.0069013715383943
Computer_software	computer_programs/algorithms,0.71986505,28.0,0.0058967415043242,0.0063772167380099
Computer_software	Lock_(computer_science),0.703482875,27.0,0.0058967415043242,0.0072944876386826
Computer_software	Scope_(computer_science),0.713565655,25.0,0.0058967415043242,0.0072508080719839
Computer_software	Personal_computer,0.628000895,24.0,0.0058967415043242,0.0073381672053813
Computer_software	Object_(computer_science),0.712770835,23.0,0.0058967415043242,0.0072944876386826
Computer_software	Database_transaction,0.640847662,23.0,0.0058967415043242,0.00738184677208
Computer_software	Control_flow,0.635853291,22.0,0.0058967415043242,0.0072508080719839
Computer_software	Higher-order_function,0.558553272,18.0,0.0058967415043242,0.0074255263387787
Computer_software	Lexical_analysis,0.605269713,17.0,0.0058967415043242,0.0072944876386826
Computer_software	Communications_protocol,0.499958712,17.0,0.0058967415043242,0.00738184677208
Computer_software	Geometry,0.503616557,17.0,0.0058967415043242,0.0073381672053813
Computer_software	Mutual_exclusion,0.535768481,17.0,0.0058967415043242,0.0073381672053813
Computer_software	Abstract_data_type,0.578062862,16.0,0.0058967415043242,0.00738184677208
Computer_software	Design_pattern_(computer_science),0.492263476,15.0,0.0058967415043242,0.0073381672053813
Lock_(computer_science)	Shared_memory,0.874091653,68.0,0.0058530619376255,0.0072944876386826
Lock_(computer_science)	Algebra,0.699717079,28.0,0.0058530619376255,0.0072944876386826
Lock_(computer_science)	Mutual_exclusion,0.704845022,27.0,0.0058530619376255,0.0073381672053813
Lock_(computer_science)	Graph_(mathematics),0.620543758,24.0,0.0058530619376255,0.0073381672053813
Lock_(computer_science)	Computability,0.649137829,23.0,0.0058530619376255,0.00738184677208
Lock_(computer_science)	Computer_architecture,0.611247236,22.0,0.0058530619376255,0.0072508080719839
Lock_(computer_science)	String_(computer_science),0.572172392,21.0,0.0058530619376255,0.0072944876386826
Lock_(computer_science)	Polynomial,0.582238054,20.0,0.0058530619376255,0.0074255263387787
Lock_(computer_science)	Mathematical_induction,0.590367342,19.0,0.0058530619376255,0.00738184677208
Lock_(computer_science)	Context-free_language,0.51905637,19.0,0.0058530619376255,0.0072071285052852
Lock_(computer_science)	Interface_(computing),0.550803335,19.0,0.0058530619376255,0.0073381672053813
Lock_(computer_science)	Lexical_analysis,0.552689603,19.0,0.0058530619376255,0.0072944876386826
Lock_(computer_science)	Database_transaction,0.535276413,19.0,0.0058530619376255,0.00738184677208
Mathematical_optimization	Software_engineering,-7.96992588,1.0,0.0055036254040359,0.0022276579016336
Mathematical_optimization	Number_theory,0.341334416,13.0,0.0055036254040359,0.00738184677208
Lock_(computer_science)	Communications_protocol,0.518593894,18.0,0.0058530619376255,0.00738184677208
Lock_(computer_science)	Object_(computer_science),0.531791422,18.0,0.0058530619376255,0.0072944876386826
Lock_(computer_science)	Abstraction_(computer_science),0.499689261,18.0,0.0058530619376255,0.00738184677208
Lock_(computer_science)	Modular_arithmetic,0.504823632,18.0,0.0058530619376255,0.0072944876386826
Lock_(computer_science)	Computer_security,0.525300811,17.0,0.0058530619376255,0.00738184677208
Lock_(computer_science)	Relational_model,0.495801589,17.0,0.0058530619376255,0.0072944876386826
Lock_(computer_science)	Introduction_to_Algorithms,0.527590415,17.0,0.0058530619376255,0.0072944876386826
Information_security	Modular_arithmetic,0.871062141,76.0,0.0058530619376255,0.0072944876386826
Information_security	Foundations_of_mathematics,0.822125147,53.0,0.0058530619376255,0.0073381672053813
Information_security	Probability_theory,0.738737133,36.0,0.0058530619376255,0.0068576919716956
Information_security	Theoretical_computer_science,0.733617025,34.0,0.0058530619376255,0.0073381672053813
Information_security	Random_variable,0.700329572,32.0,0.0058530619376255,0.0073381672053813
Information_security	Computational_problem,0.707254887,30.0,0.0058530619376255,0.00738184677208
Information_security	Abstraction_(computer_science),0.665099966,29.0,0.0058530619376255,0.00738184677208
Information_security	Conditional_probability,0.653368984,28.0,0.0058530619376255,0.0072944876386826
Information_security	Problem_solving,0.688831159,28.0,0.0058530619376255,0.0073381672053813
Mathematical_optimization	Computer_programming,0.810010274,45.0,0.0055036254040359,0.0063772167380099
Information_security	Approximation,0.65781279,27.0,0.0058530619376255,0.00738184677208
Information_security	Combinatorics,0.648766114,26.0,0.0058530619376255,0.0073381672053813
Mathematical_optimization	Computer_science,0.856017982,51.0,0.0055036254040359,0.0062024984712151
Information_security	Arithmetic,0.648379366,24.0,0.0058530619376255,0.0072071285052852
Information_security	linear_algebra,0.553498459,20.0,0.0058530619376255,0.0073381672053813
Information_security	computer_programs/algorithms,0.503098382,18.0,0.0058530619376255,0.0063772167380099
Conditional_probability	Randomization,0.84623402,60.0,0.0057220232375294,0.00738184677208
Conditional_probability	Introduction_to_Algorithms,0.858922925,57.0,0.0057220232375294,0.0072944876386826
Conditional_probability	Foundations_of_mathematics,0.860946697,57.0,0.0057220232375294,0.0073381672053813
Conditional_probability	linear_algebra,0.794153781,42.0,0.0057220232375294,0.0073381672053813
Conditional_probability	Theoretical_computer_science,0.805684408,42.0,0.0057220232375294,0.0073381672053813
Conditional_probability	Markov_process,0.781620593,42.0,0.0057220232375294,0.0048484319035555
Conditional_probability	Polynomial,0.752148202,38.0,0.0057220232375294,0.0074255263387787
Conditional_probability	Computational_problem,0.752867621,37.0,0.0057220232375294,0.00738184677208
Conditional_probability	Arithmetic,0.770180702,36.0,0.0057220232375294,0.0072071285052852
Conditional_probability	Abstraction_(computer_science),0.696355195,29.0,0.0057220232375294,0.00738184677208
Conditional_probability	Computability,0.678974646,27.0,0.0057220232375294,0.00738184677208
Conditional_probability	Graph_(mathematics),0.694133832,26.0,0.0057220232375294,0.0073381672053813
Conditional_probability	basic_statistics,0.709226627,26.0,0.0057220232375294,0.0073381672053813
Conditional_probability	Computational_science,0.624199549,24.0,0.0057220232375294,0.0072071285052852
Conditional_probability	Interface_(computing),0.630742861,23.0,0.0057220232375294,0.0073381672053813
Conditional_probability	Iterative_method,0.525303602,20.0,0.0057220232375294,0.0073381672053813
Conditional_probability	Computation,0.609428757,19.0,0.0057220232375294,0.0073381672053813
Conditional_probability	Automata_theory,0.586376137,18.0,0.0057220232375294,0.0074255263387787
Conditional_probability	Combinatorics,0.493371739,17.0,0.0057220232375294,0.0073381672053813
Uncertainty	Probability_Interpretations,0.849978979,61.0,0.0055473049707346,0.0059841006377216
Uncertainty	Algebra,0.836062108,56.0,0.0055473049707346,0.0072944876386826
Uncertainty	Foundations_of_mathematics,0.820956006,51.0,0.0055473049707346,0.0073381672053813
Uncertainty	linear_algebra,0.814589176,47.0,0.0055473049707346,0.0073381672053813
Uncertainty	Theoretical_computer_science,0.737599541,34.0,0.0055473049707346,0.0073381672053813
Uncertainty	Computational_science,0.737552469,33.0,0.0055473049707346,0.0072071285052852
Uncertainty	Approximation,0.710543017,31.0,0.0055473049707346,0.00738184677208
Uncertainty	Conditional_probability,0.696800847,31.0,0.0055473049707346,0.0072944876386826
Uncertainty	Computational_problem,0.712259197,30.0,0.0055473049707346,0.00738184677208
Uncertainty	Random_variable,0.72458943,29.0,0.0055473049707346,0.0073381672053813
Uncertainty	Iterative_method,0.668983834,28.0,0.0055473049707346,0.0073381672053813
Uncertainty	Graph_(mathematics),0.611720009,25.0,0.0055473049707346,0.0073381672053813
Uncertainty	Computability,0.663775603,24.0,0.0055473049707346,0.00738184677208
Uncertainty	Abstraction_(computer_science),0.629237294,24.0,0.0055473049707346,0.00738184677208
Uncertainty	Automata_theory,0.58150066,22.0,0.0055473049707346,0.0074255263387787
Uncertainty	Higher-order_function,0.584165982,21.0,0.0055473049707346,0.0074255263387787
Uncertainty	Number_theory,0.585543088,21.0,0.0055473049707346,0.00738184677208
Uncertainty	Communications_protocol,0.536959739,21.0,0.0055473049707346,0.00738184677208
Uncertainty	Personal_computer,0.582747602,20.0,0.0055473049707346,0.0073381672053813
Uncertainty	Information_security,0.552825356,20.0,0.0055473049707346,0.0073381672053813
Uncertainty	Computation,0.497848862,19.0,0.0055473049707346,0.0073381672053813
Uncertainty	Problem_solving,0.496693293,18.0,0.0055473049707346,0.0073381672053813
Uncertainty	Combinatorics,0.569886067,17.0,0.0055473049707346,0.0073381672053813
Operating_system	Arithmetic,0.880980396,65.0,0.0058530619376255,0.0072071285052852
Operating_system	Assembly_language,0.816656936,44.0,0.0058530619376255,0.0031449288023062
Operating_system	Communications_protocol,0.714978882,28.0,0.0058530619376255,0.00738184677208
Polynomial	Integer,0.820773855,47.0,0.0053289071372411,0.0073381672053813
Operating_system	Computer_network,0.606972558,21.0,0.0058530619376255,0.0038438018694854
Polynomial	Mathematics,0.90394696,80.0,0.0053289071372411,0.0067703328382982
Artificial_intelligence	Analysis_of_algorithms,0.889104736,71.0,0.0063335371713112,0.0046737136367607
Turing_machine	Theory_of_computation,-2.948239803,2.0,0.0056783436708307,0.0073381672053813
Turing_machine	Context-free_language,0.392385483,14.0,0.0056783436708307,0.0072071285052852
Artificial_intelligence	Mathematical_optimization,0.798966962,37.0,0.0063335371713112,0.0033633266357997
Artificial_intelligence	Software_engineering,0.68556162,26.0,0.0063335371713112,0.0022276579016336
Artificial_intelligence	Combinatorics,0.695951977,25.0,0.0063335371713112,0.0073381672053813
Artificial_intelligence	Computational_geometry,0.614856058,18.0,0.0063335371713112,0.0019655805014414
Distributed_computing	Computational_geometry,-2.821084261,2.0,0.0068140124049969,0.0019655805014414
Distributed_computing	Number_theory,-0.290484826,6.0,0.0068140124049969,0.00738184677208
Distributed_computing	Software_development,-0.270719608,6.0,0.0068140124049969,0.0025334148685245
Graph_(mathematics)	Discrete_mathematics,0.799476721,49.0,0.005634664104132,0.0071634489385865
Graph_(mathematics)	Random_variable,0.595561331,22.0,0.005634664104132,0.0073381672053813
Numerical_analysis	Computational_complexity_theory,0.883197109,72.0,0.0058530619376255,0.006945051105093
Numerical_analysis	Graph_theory,0.79604395,43.0,0.0058530619376255,0.0062898576046125
Numerical_analysis	Artificial_intelligence,0.666200121,24.0,0.0058530619376255,0.0029702105355114
Control_flow	Python_(programming_language),-3.792424679,2.0,0.0060277802044203,0.0017908622346466
Control_flow	Assembly_language,-3.200036526,2.0,0.0060277802044203,0.0031449288023062
Control_flow	Object-oriented_programming,-2.124806086,3.0,0.0060277802044203,0.0024023761684284
Control_flow	Scope_(computer_science),0.265878897,13.0,0.0060277802044203,0.0072508080719839
Control_flow	Computer_science,0.841367845,54.0,0.0060277802044203,0.0062024984712151
Control_flow	Computer,0.882750196,68.0,0.0060277802044203,0.0065956145715034
Discrete_mathematics	Numerical_analysis,-3.194788456,2.0,0.0048484319035555,0.0040185201362802
Discrete_mathematics	Mathematical_proof,0.292377631,12.0,0.0048484319035555,0.0074255263387787
Discrete_mathematics	Automata_theory,0.36538733,13.0,0.0048484319035555,0.0074255263387787
